
AudioFragment,3,4,4,4,4,4,2,2,2,3,3,4,4,3,3,4,4,4,4,1,2,2,2,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,3,3,4,4,4,2,2,3,3,4,4,4,4,4,4,5,3,3,3,3,3,4,3,3,4,4,4,2,2,3,4,3,3,3,3,3,2,3,3,3,4
AudioFull,3,3,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,2,2,3,3,3,4,4
AVFragment,2,2,3,3,4,4,4,4,2,3,3,3,3,3,4,4,4,4,2,2,2,2,2,4,3,3,3,3,3,4,5,2,2,2,3,3,3,2,3,3,3,2,2,2,2,2,2,3,3,4,4,4,4,5,5,5,3,3,3,3,4,4,4,4,3,3,4,1,3,3,3,3,3,3,3,2,2,2,3,4,5
AVFull,2,3,3,3,4,4,4,4,5,5,3,3,3,4,4,4,4,4,4,5,2,3,3,3,3,3,4,4,4,5,2,2,3,3,3,3,4
TextFragment,2,3,3,3,3,3,3,4,4,4,2,2,3,3,3,3,3,4,1,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,5,5,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,5,2,2,2,2,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,4,5
TextFull,3,3,3,3,3,4,4,4,4,4,2,3,3,4,4,4,4,4,4,5,3,3,3,4,4,4,4,4,4,4,2,2,2,2,3,3,3,3,4,4
VideoFragment,2,2,2,3,4,4,4,5,5,5,2,3,3,3,3,3,3,3,3,4,2,2,3,3,3,4,4,4,4,4,1,2,2,2,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,4,2,3,3,3,3,3,3,4,4,4,3,3,3,4,4,4,4,4,4,5,2,2,2,2,3,4,4,4,5,5,2,2,3,3,3,4,4,5,5,5,2,3,3,4,4,4,4,4,5,5,2,3,4,4,4,4,4,5,5,5,4,4,4,4,4,5,5,5,5,5,3,3,3,4,4,4,4,5,5,5,1,1,2,2,2,2,2,2,3,4,4,4,4,4,4,5,5,5,5,5,2,3,4,4,4,4,4,4,4,4,2,3,3,4,4,4,4,4,5,5
VideoFull,2,2,3,3,4,4,4,4,4,5,3,3,4,4,4,4,4,4,4,5,1,2,2,2,2,2,3,3,4,4,2,2,3,3,3,3,3,4,4,4
AudioFragment,3,4,4,4,4,4,2,2,2,3,3,4,4,3,3,4,4,4,4,1,2,2,2,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,3,3,4,4,4,2,2,3,3,4,4,4,4,4,4,5,3,3,3,3,3,4,3,3,4,4,4,2,2,3,4,3,3,3,3,3,2,3,3,3,4
AudioFull,3,3,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,2,2,3,3,3,4,4
